Date,GLD,SPY,TLT,VNQ
2018-02-13,126.08000183105469,236.8080291748047,98.43059539794922,56.53228759765625
2018-02-14,128.22999572753906,240.00401306152344,97.338623046875,56.123619079589844
2018-02-15,128.3800048828125,243.06649780273438,97.66950988769531,56.668514251708984
2018-02-16,127.95999908447266,243.1376953125,98.19892120361328,56.97879409790039
2018-02-20,126.23999786376953,241.6153564453125,97.76878356933594,56.30525207519531
2018-02-21,125.66000366210938,240.41354370117188,96.56932830810547,55.1927604675293
2018-02-22,126.30000305175781,240.7251434326172,96.85885620117188,55.820899963378906
2018-02-23,126.13999938964844,244.56216430664062,97.71916198730469,56.71392059326172
2018-02-26,126.44999694824219,247.40206909179688,97.752197265625,56.87285232543945
2018-02-27,125.12999725341797,244.31288146972656,97.61164093017578,55.5484504699707
2018-02-28,125.0,241.8379364013672,98.23201751708984,55.51061248779297
2018-03-01,124.72000122070312,238.32142639160156,98.90260314941406,55.563602447509766
2018-03-02,125.38999938964844,239.5500030517578,98.09854888916016,55.54090881347656
2018-03-05,125.18000030517578,242.3187255859375,97.83334350585938,56.169029235839844
2018-03-06,126.52999877929688,242.93295288085938,97.924560546875,56.43391036987305
2018-03-07,125.72000122070312,242.84396362304688,97.81675720214844,56.78203582763672
2018-03-08,125.41999816894531,244.0190887451172,98.38038635253906,56.88798141479492
2018-03-09,125.54000091552734,248.2655029296875,97.73387908935547,57.19826126098633
2018-03-12,125.54000091552734,247.9540252685547,98.2975082397461,57.44802474975586
2018-03-13,125.77999877929688,246.35150146484375,98.79480743408203,57.50099182128906
2018-03-14,125.69999694824219,245.08738708496094,99.66514587402344,57.55396270751953
2018-03-15,124.9000015258789,244.82034301757812,99.66514587402344,57.538818359375
2018-03-16,124.5999984741211,245.08580017089844,99.30870819091797,57.939918518066406
2018-03-19,124.87000274658203,241.76968383789062,98.9937744140625,57.440425872802734
2018-03-20,124.30999755859375,242.18080139160156,98.59588623046875,57.243675231933594
2018-03-21,126.4800033569336,241.7161407470703,98.70365142822266,56.819854736328125
2018-03-22,125.9800033569336,235.6739044189453,99.68174743652344,56.48686599731445
2018-03-23,127.61000061035156,230.65057373046875,99.60713195800781,55.48033905029297
2018-03-26,128.27999877929688,236.96092224121094,99.22581481933594,56.11153793334961
2018-03-27,127.48999786376953,232.9298095703125,100.2868423461914,56.325496673583984
2018-03-28,125.7300033569336,232.24154663085938,100.55208587646484,57.73918151855469
2018-03-29,125.79000091552734,235.20901489257812,101.04109954833984,57.67040252685547
2018-04-02,127.26000213623047,230.13214111328125,101.24048614501953,56.890960693359375
2018-04-03,126.30000305175781,233.0817413330078,100.45965576171875,57.372371673583984
2018-04-04,126.44999694824219,235.57550048828125,100.25198364257812,57.9760627746582
2018-04-05,125.80000305175781,237.43467712402344,99.50439453125,57.95313262939453
2018-04-06,126.38999938964844,232.14321899414062,100.59256744384766,57.5175666809082
2018-04-09,126.81999969482422,233.2873077392578,100.75872802734375,57.33418273925781
2018-04-10,127.12000274658203,236.9967041015625,100.57593536376953,57.27305221557617
2018-04-11,128.11000061035156,235.75430297851562,100.93312072753906,57.39530563354492
2018-04-12,126.62000274658203,237.69387817382812,100.19383239746094,56.753414154052734
2018-04-13,127.44999694824219,236.9967041015625,100.4264144897461,57.05144119262695
2018-04-16,127.62999725341797,238.94520568847656,100.45965576171875,57.40293884277344
2018-04-17,127.75,241.50155639648438,100.73379516601562,58.075401306152344
2018-04-18,127.8499984741211,241.68035888671875,99.92804718017578,57.95313262939453
2018-04-19,127.5999984741211,240.3396453857422,99.1139907836914,57.11256408691406
2018-04-20,126.62999725341797,238.3017120361328,98.39962005615234,56.585304260253906
2018-04-23,125.62000274658203,238.26588439941406,98.42454528808594,56.53947830200195
2018-04-24,126.2300033569336,235.0570831298828,97.97599029541016,56.753414154052734
2018-04-25,125.41000366210938,235.63804626464844,97.31975555419922,56.646427154541016
2018-04-26,124.97000122070312,238.03358459472656,98.00093078613281,57.387664794921875
2018-04-27,125.5,238.25692749023438,98.75682067871094,58.37342071533203
2018-04-30,124.58999633789062,236.42462158203125,98.9312515258789,58.144168853759766
2018-05-01,123.70999908447266,236.8447723388672,98.574951171875,58.67143249511719
2018-05-02,123.6500015258789,235.2537078857422,98.46674346923828,58.45746994018555
2018-05-03,124.27999877929688,234.7353057861328,98.90795135498047,58.41926574707031
2018-05-04,124.54000091552734,237.77435302734375,99.05780029296875,59.061153411865234
2018-05-07,124.56999969482422,238.5787353515625,98.89959716796875,59.45851135253906
2018-05-08,124.58999633789062,238.5787353515625,98.80805969238281,59.16049575805664
2018-05-09,124.33000183105469,240.88482666015625,98.21698760986328,59.557861328125
2018-05-10,125.18000030517578,243.13723754882812,99.00786590576172,60.02397537231445
2018-05-11,125.0,243.879150390625,99.25756072998047,59.81767654418945
2018-05-14,124.48999786376953,243.9952850341797,98.73310089111328,59.30567932128906
2018-05-15,122.4800033569336,242.3149871826172,97.60923767089844,58.34284210205078
2018-05-16,122.29000091552734,243.33387756347656,97.2346420288086,58.16708755493164
2018-05-17,122.36000061035156,243.12828063964844,96.74343872070312,57.876712799072266
2018-05-18,122.41000366210938,242.5205078125,97.5759506225586,57.95313262939453
2018-05-21,122.4800033569336,244.34390258789062,97.6258773803711,58.640869140625
2018-05-22,122.41000366210938,243.6646270751953,97.47602844238281,58.72492218017578
2018-05-23,122.54000091552734,244.33494567871094,98.18370056152344,59.31332778930664
2018-05-24,123.58999633789062,243.83444213867188,98.96619415283203,59.191070556640625
2018-05-25,123.20999908447266,243.25335693359375,99.58226013183594,59.39739227294922
2018-05-29,123.19000244140625,240.45574951171875,101.76337432861328,59.68011474609375
2018-05-30,123.37000274658203,243.6646270751953,101.08074188232422,60.4901237487793
2018-05-31,123.0999984741211,242.1719512939453,100.91425323486328,60.28379440307617
2018-06-01,122.48999786376953,244.5494842529297,100.38105773925781,60.55126190185547
2018-06-04,122.37000274658203,245.71148681640625,99.65510559082031,61.07850646972656
2018-06-05,122.8499984741211,245.8902130126953,99.88871765136719,60.918033599853516
2018-06-06,122.91999816894531,247.9459686279297,99.0793228149414,61.06322479248047
2018-06-07,122.86000061035156,247.91917419433594,100.0389175415039,61.06322479248047
2018-06-08,123.01000213623047,248.6521453857422,99.73853302001953,61.284820556640625
2018-06-11,123.2300033569336,248.98284912109375,99.55496215820312,61.19312286376953
2018-06-12,122.81999969482422,249.30458068847656,99.57998657226562,61.559913635253906
2018-06-13,123.19000244140625,248.5091552734375,99.52993774414062,60.360198974609375
2018-06-14,123.37999725341797,249.1348114013672,100.35599517822266,60.933326721191406
2018-06-15,121.33999633789062,248.81689453125,100.44779205322266,60.895111083984375
2018-06-18,121.11000061035156,248.30519104003906,100.35599517822266,60.91209411621094
2018-06-19,120.80000305175781,247.35350036621094,100.94012451171875,60.85038757324219
2018-06-20,120.26000213623047,247.77545166015625,100.0556411743164,61.52906036376953
2018-06-21,120.05000305175781,246.2222137451172,100.58131408691406,61.82213592529297
2018-06-22,120.33999633789062,246.67108154296875,100.57292938232422,62.30801010131836
2018-06-25,119.88999938964844,243.31324768066406,100.79824829101562,62.146053314208984
2018-06-26,119.26000213623047,243.8518829345703,100.94012451171875,62.346561431884766
2018-06-27,118.58000183105469,241.83175659179688,101.89132690429688,62.10750961303711
2018-06-28,118.22000122070312,243.21446228027344,101.91637420654297,62.66279602050781
2018-06-29,118.6500015258789,243.56466674804688,101.56594848632812,62.817020416259766
2018-07-02,117.45999908447266,244.08535766601562,101.4864501953125,62.469966888427734
2018-07-03,118.6500015258789,243.22348022460938,102.03005981445312,62.9404296875
2018-07-05,119.05000305175781,245.20765686035156,102.32279968261719,63.68852996826172
2018-07-06,118.86000061035156,247.28172302246094,102.6573257446289,64.02787780761719
2018-07-09,119.1500015258789,249.50831604003906,101.9966049194336,63.518863677978516
2018-07-10,118.93000030517578,250.40609741210938,101.9882583618164,63.64996337890625
2018-07-11,117.63999938964844,248.5745849609375,102.38129425048828,63.44174575805664
2018-07-12,118.12999725341797,250.8280487060547,102.37296295166016,63.6345329284668
2018-07-13,117.61000061035156,251.02557373046875,102.63218688964844,63.44174575805664
2018-07-16,117.55000305175781,250.8011932373047,102.2056655883789,63.102378845214844
2018-07-17,116.27999877929688,251.81565856933594,102.0133285522461,62.6859130859375
2018-07-18,116.30999755859375,252.3455047607422,101.60354614257812,62.40827178955078
2018-07-19,115.80999755859375,251.3937225341797,102.24752807617188,63.14094161987305
2018-07-20,116.55999755859375,251.10638427734375,100.9930419921875,62.531654357910156
2018-07-23,116.0,251.57330322265625,99.74691772460938,62.40055847167969
2018-07-24,116.04000091552734,252.83921813964844,100.08980560302734,62.0843505859375
2018-07-25,116.68000030517578,254.99411010742188,99.9309310913086,62.57795333862305
2018-07-26,115.7699966430664,254.39248657226562,99.73858642578125,62.78618621826172
2018-07-27,115.83000183105469,252.6686553955078,99.90581512451172,62.11521530151367
2018-07-30,115.6500015258789,251.34886169433594,99.56297302246094,62.153770446777344
2018-07-31,115.98999786376953,252.5878143310547,100.10655975341797,63.19493865966797
2018-08-01,115.13999938964844,252.1658935546875,99.29100799560547,63.64225387573242
2018-08-02,114.5199966430664,253.53956604003906,99.43348693847656,63.38774871826172
2018-08-03,114.91999816894531,254.6259307861328,99.92800903320312,64.07413482666016
2018-08-06,114.33000183105469,255.55967712402344,99.98674011230469,63.98929214477539
2018-08-07,114.58999633789062,256.40362548828125,99.46698760986328,63.87363815307617
2018-08-08,114.91000366210938,256.29583740234375,99.56758880615234,63.503440856933594
2018-08-09,114.73999786376953,255.9457550048828,100.40580749511719,63.534271240234375
2018-08-10,114.69000244140625,254.2309112548828,101.135009765625,63.04838562011719
2018-08-13,112.95999908447266,253.27923583984375,100.92546081542969,62.924991607666016
2018-08-14,113.06999969482422,254.89527893066406,100.69915008544922,63.23348617553711
2018-08-15,111.19000244140625,252.99191284179688,101.28591918945312,63.71936798095703
2018-08-16,111.0999984741211,255.03903198242188,101.27751922607422,64.23609161376953
2018-08-17,112.12999725341797,255.93679809570312,101.40324401855469,64.82994079589844
2018-08-20,112.69000244140625,256.4844665527344,102.0821533203125,64.87622833251953
2018-08-21,113.0199966430664,257.0859680175781,101.73847961425781,64.4828872680664
2018-08-22,113.2699966430664,256.93341064453125,102.1408462524414,64.12042236328125
2018-08-23,112.19999694824219,256.5921630859375,102.30010986328125,63.95847702026367
2018-08-24,114.16000366210938,258.1365051269531,102.50126647949219,64.33637237548828
2018-08-27,114.58999633789062,260.1746520996094,101.91455841064453,64.10499572753906
2018-08-28,113.68000030517578,260.30029296875,101.30264282226562,64.96878814697266
2018-08-29,114.19999694824219,261.7008361816406,101.43675231933594,64.98420715332031
2018-08-30,113.63999938964844,260.641357421875,101.65469360351562,64.56774139404297
2018-08-31,113.51000213623047,260.6503601074219,101.41999816894531,64.8222427368164
2018-09-04,112.93000030517578,260.2015075683594,100.83361053466797,64.05099487304688
2018-09-05,113.31999969482422,259.5011901855469,100.56478118896484,64.42120361328125
2018-09-06,113.54000091552734,258.7200927734375,100.9344253540039,64.6063003540039
2018-09-07,113.2300033569336,258.2172546386719,100.07756042480469,63.904483795166016
2018-09-10,113.1500015258789,258.6661376953125,100.44719696044922,64.18983459472656
2018-09-11,113.22000122070312,259.5191345214844,99.6827392578125,64.18211364746094
2018-09-12,114.16999816894531,259.5819396972656,99.91796112060547,64.21297454833984
2018-09-13,113.76000213623047,261.1172790527344,100.06917572021484,64.5291748046875
2018-09-14,113.0199966430664,261.1621398925781,99.59027862548828,64.12042236328125
2018-09-17,113.61000061035156,259.7795104980469,99.59027862548828,64.32865905761719
2018-09-18,113.44000244140625,261.1891174316406,98.54863739013672,64.0201644897461
2018-09-19,113.87999725341797,261.4674377441406,97.96057891845703,63.272071838378906
2018-09-20,114.2699966430664,263.5863037109375,98.41421508789062,63.865882873535156
2018-09-21,113.48999786376953,263.3455505371094,98.3722152709961,63.842777252197266
2018-09-24,113.47000122070312,262.4706726074219,98.12016296386719,62.696285247802734
2018-09-25,113.6500015258789,262.22711181640625,98.01936340332031,62.70412063598633
2018-09-26,113.05000305175781,261.4425354003906,98.70820617675781,61.953365325927734
2018-09-27,112.05000305175781,262.17303466796875,98.77544403076172,62.250518798828125
2018-09-28,112.76000213623047,262.2000732421875,98.5150146484375,63.09513473510742
2018-10-01,112.56999969482422,263.1110534667969,97.79178619384766,62.50860595703125
2018-10-02,113.87000274658203,262.95770263671875,98.38959503173828,62.36784362792969
2018-10-03,113.41999816894531,263.1020202636719,96.68043518066406,61.7031135559082
2018-10-04,113.4800033569336,261.04571533203125,95.99845886230469,61.18695068359375
2018-10-05,113.80000305175781,259.5845642089844,95.17334747314453,61.155670166015625
2018-10-08,112.54000091552734,259.5845642089844,94.85344696044922,62.03937530517578
2018-10-09,112.5999984741211,259.20574951171875,95.81324005126953,62.12540054321289
2018-10-10,112.87999725341797,250.99847412109375,95.55220031738281,61.20261001586914
2018-10-11,115.77999877929688,245.46987915039062,96.71410369873047,59.45081329345703
2018-10-12,115.2300033569336,248.87905883789062,96.37732696533203,59.29441833496094
2018-10-15,116.0,247.48114013671875,96.33521270751953,59.693260192871094
2018-10-16,115.80000305175781,252.89248657226562,96.55414581298828,60.921058654785156
2018-10-17,115.79000091552734,252.9376220703125,95.98162841796875,60.686458587646484
2018-10-18,115.91999816894531,249.28489685058594,95.94794464111328,60.56914520263672
2018-10-19,116.01000213623047,249.14968872070312,95.73747253417969,61.09312057495117
2018-10-22,115.70999908447266,248.03123474121094,95.61113739013672,60.24068832397461
2018-10-23,116.38999938964844,246.76856994628906,95.91426086425781,60.5065803527832
2018-10-24,116.66000366210938,239.29188537597656,96.63836669921875,61.07746887207031
2018-10-25,116.4000015258789,243.5848388671875,96.23416900634766,61.859500885009766
2018-10-26,116.7699966430664,239.30087280273438,96.81513214111328,60.3736457824707
2018-10-29,116.30999755859375,237.9751434326172,96.59622955322266,61.14002227783203
2018-10-30,115.80000305175781,241.50155639648438,96.11632537841797,61.9768180847168
2018-10-31,115.1500015258789,244.08094787597656,95.62799072265625,61.2495231628418
2018-11-01,116.62999725341797,246.6784210205078,95.71661376953125,61.53887939453125
2018-11-02,116.6500015258789,245.2174072265625,94.5265884399414,61.03053665161133
2018-11-05,116.37000274658203,246.57028198242188,94.89794921875,61.93769073486328
2018-11-06,116.04000091552734,248.1304931640625,94.83887481689453,62.250518798828125
2018-11-07,116.02999877929688,253.44271850585938,94.9654769897461,62.99348068237305
2018-11-08,115.77999877929688,252.98272705078125,94.95702362060547,63.0404052734375
2018-11-09,114.4800033569336,250.51156616210938,95.66596221923828,63.03256607055664
2018-11-12,113.66000366210938,245.83065795898438,96.29052734375,63.15768814086914
2018-11-13,113.69999694824219,245.3707275390625,96.23145294189453,63.09513473510742
2018-11-14,114.63999938964844,243.69317626953125,96.29052734375,62.93873596191406
2018-11-15,114.7699966430664,246.23648071289062,96.24832153320312,62.50860595703125
2018-11-16,115.62000274658203,246.87681579589844,96.80536651611328,63.181175231933594
2018-11-19,115.66999816894531,242.70098876953125,97.075439453125,63.26718521118164
2018-11-20,115.66999816894531,238.2095184326172,97.10918426513672,62.61810302734375
2018-11-21,115.86000061035156,239.02134704589844,97.075439453125,62.6728401184082
2018-11-23,115.7699966430664,237.4249267578125,97.17670440673828,62.5477180480957
2018-11-26,115.63999938964844,241.25802612304688,96.957275390625,62.6650276184082
2018-11-27,114.94999694824219,242.06967163085938,97.06700134277344,62.93091583251953
2018-11-28,115.37999725341797,247.64340209960938,96.59435272216797,63.493980407714844
2018-11-29,115.73999786376953,247.10232543945312,96.9741439819336,63.509620666503906
2018-11-30,115.54000091552734,248.60850524902344,97.33704376220703,64.11180114746094
2018-12-03,116.41000366210938,251.90040588378906,98.02818298339844,64.45587921142578
2018-12-04,117.12000274658203,243.7382354736328,99.66934204101562,63.50178909301758
2018-12-06,117.13999938964844,243.36843872070312,99.9823226928711,65.0737075805664
2018-12-07,118.08999633789062,237.7135467529297,100.1684341430664,64.2212905883789
2018-12-10,117.68000030517578,238.16453552246094,100.58295440673828,63.80678939819336
2018-12-11,117.54000091552734,238.21856689453125,100.56607818603516,63.838077545166016
2018-12-12,117.79000091552734,239.41810607910156,100.11768341064453,62.852718353271484
2018-12-13,117.52999877929688,239.33694458007812,99.88079071044922,63.215946197509766
2018-12-14,117.05999755859375,234.9176788330078,100.22769165039062,63.033931732177734
2018-12-17,117.87000274658203,230.30897521972656,100.81137084960938,60.65978240966797
2018-12-18,118.1500015258789,230.05641174316406,101.41510772705078,61.28494644165039
2018-12-19,117.43000030517578,226.6111602783203,102.7549057006836,60.612281799316406
2018-12-20,119.23999786376953,222.92236328125,102.38176727294922,59.702205657958984
2018-12-21,118.72000122070312,218.35479736328125,102.36483764648438,58.871246337890625
2018-12-24,120.0199966430664,212.5852508544922,102.87360382080078,56.7740592956543
2018-12-26,119.66000366210938,223.3260498046875,101.77127838134766,58.67338943481445
2018-12-27,120.56999969482422,225.04063415527344,101.7882080078125,58.66547393798828
2018-12-28,121.05999755859375,224.7503662109375,102.64461517333984,58.85541534423828
2018-12-31,121.25,226.71888732910156,103.0346908569336,59.013694763183594
2019-01-02,121.33000183105469,226.95474243164062,103.57743072509766,57.73164367675781
2019-01-03,122.43000030517578,221.5390167236328,104.75603485107422,58.13524627685547
2019-01-04,121.44000244140625,228.95957946777344,103.54344940185547,58.81584548950195
2019-01-07,121.86000061035156,230.76487731933594,103.2381820678711,59.3935546875
2019-01-08,121.52999877929688,232.93301391601562,102.966796875,60.62020492553711
2019-01-09,122.30999755859375,234.02154541015625,102.80574035644531,60.53314971923828
2019-01-10,121.58999633789062,234.84710693359375,102.14437103271484,61.356197357177734
2019-01-11,121.80000305175781,234.93780517578125,102.54286193847656,61.53030014038086
2019-01-14,122.08999633789062,233.50450134277344,102.16130065917969,61.324546813964844
2019-01-15,121.87999725341797,236.1806182861328,101.7882080078125,61.91016387939453
2019-01-16,122.2699966430664,236.75216674804688,101.88995361328125,62.34542465209961
2019-01-17,122.11000061035156,238.54835510253906,101.91544342041016,62.646148681640625
2019-01-18,121.0199966430664,241.723388671875,101.38117218017578,62.85982131958008
2019-01-22,121.44999694824219,238.45755004882812,102.06803894042969,62.669898986816406
2019-01-23,121.27999877929688,238.95654296875,102.025634765625,62.67781066894531
2019-01-24,121.08999633789062,239.08352661132812,102.69550323486328,62.8914794921875
2019-01-25,122.86000061035156,241.10655212402344,102.20368957519531,63.67495346069336
2019-01-28,123.29000091552734,239.27410888671875,102.1019287109375,64.30015563964844
2019-01-29,123.9800033569336,238.95654296875,102.61917114257812,64.80664825439453
2019-01-30,124.69000244140625,242.73944091796875,102.54286193847656,65.32894897460938
2019-01-31,124.75,244.87130737304688,103.42478942871094,66.00953674316406
2019-02-01,124.5,244.9892120361328,102.80010223388672,65.59009552001953
2019-02-04,123.95999908447266,246.71278381347656,102.34117126464844,66.08075714111328
2019-02-05,124.27999877929688,247.7469482421875,102.80860900878906,66.46063995361328
2019-02-06,123.44000244140625,247.42042541503906,102.85958099365234,66.02536010742188
2019-02-07,123.73999786376953,245.06182861328125,103.53951263427734,66.57144927978516
2019-02-08,124.20999908447266,245.3612060546875,103.9814224243164,66.57144927978516
2019-02-11,123.5999984741211,245.4972381591797,103.573486328125,66.75344848632812
2019-02-12,123.86000061035156,248.65423583984375,103.31002044677734,66.3340072631836
2019-02-13,123.37000274658203,249.46153259277344,102.91910552978516,66.67430877685547
2019-02-14,124.05999755859375,248.90817260742188,103.50550842285156,66.88798522949219
2019-02-15,124.80000305175781,251.62054443359375,103.66697692871094,67.33908081054688
2019-02-19,126.69999694824219,252.05601501464844,103.9304428100586,67.3232421875
2019-02-20,126.4800033569336,252.5640869140625,103.63297271728516,66.90382385253906
2019-02-21,125.05000305175781,251.6659698486328,102.70661926269531,66.96713256835938
2019-02-22,125.5,253.22630310058594,103.31851196289062,67.36283111572266
2019-02-25,125.37000274658203,253.57101440429688,103.0125961303711,66.83258819580078
2019-02-26,125.58000183105469,253.38955688476562,103.52249908447266,66.62681579589844
2019-02-27,124.69000244140625,253.28074645996094,102.34965515136719,66.2944564819336
2019-02-28,123.98999786376953,252.80897521972656,102.0012435913086,66.46855163574219
2019-03-01,121.87999725341797,254.3874969482422,101.0584487915039,66.26278686523438
2019-03-04,121.55999755859375,253.46218872070312,101.85045623779297,66.56352996826172
2019-03-05,121.72000122070312,253.11734008789062,102.06336975097656,66.74552154541016
2019-03-06,121.61000061035156,251.58428955078125,102.43814849853516,66.43688201904297
2019-03-07,121.51000213623047,249.4796600341797,103.1024169921875,66.2944564819336
2019-03-08,122.83999633789062,248.9806671142578,103.5367660522461,66.36567687988281
2019-03-11,122.23999786376953,252.5912322998047,103.2302017211914,67.33908081054688
2019-03-12,122.9800033569336,253.54379272460938,103.95408630371094,67.64772033691406
2019-03-13,123.83999633789062,255.22207641601562,103.75823211669922,67.9801025390625
2019-03-14,122.41000366210938,255.0587921142578,103.00873565673828,68.0829849243164
2019-03-15,122.97000122070312,256.3188171386719,103.6900634765625,67.86930084228516
2019-03-18,123.04000091552734,257.2482604980469,103.63043975830078,67.52899932861328
2019-03-19,123.37999725341797,257.3120422363281,103.40049743652344,67.3232421875
2019-03-20,124.18000030517578,256.53753662109375,104.48209381103516,67.52899932861328
2019-03-21,123.68000030517578,259.43505859375,104.71207427978516,68.7319107055664
2019-03-22,123.97000122070312,254.44187927246094,106.33877563476562,68.23332977294922
2019-03-25,124.91999816894531,254.2505645751953,106.50906372070312,68.32039642333984
2019-03-26,124.30000305175781,256.145751953125,106.43243408203125,68.86644744873047
2019-03-27,123.6500015258789,254.80641174316406,107.41184997558594,68.66858673095703
2019-03-28,121.9000015258789,255.77218627929688,107.78653717041016,69.33491516113281
2019-03-29,122.01000213623047,257.38482666015625,107.68440246582031,69.27117919921875
2019-04-01,121.52999877929688,260.4372863769531,106.15484619140625,69.23131561279297
2019-04-02,121.9800033569336,260.5649108886719,106.35114288330078,69.71748352050781
2019-04-03,121.80000305175781,260.9749755859375,105.42929077148438,69.6377944946289
2019-04-04,122.11000061035156,261.6673889160156,105.72803497314453,69.52622985839844
2019-04-05,121.9800033569336,262.9339294433594,105.86463928222656,70.01240539550781
2019-04-08,122.51000213623047,263.13433837890625,105.48908233642578,69.62185668945312
2019-04-09,123.1500015258789,261.7857971191406,105.82196044921875,69.25524139404297
2019-04-10,123.52999877929688,262.6788024902344,106.07798767089844,69.89285278320312
2019-04-11,121.94999694824219,262.6058349609375,105.45496368408203,69.84503936767578
2019-04-12,121.83000183105469,264.3826599121094,104.70386505126953,70.17980194091797
2019-04-15,121.5999984741211,264.2095947265625,104.96842193603516,69.82112884521484
2019-04-16,120.51000213623047,264.3826599121094,104.31118774414062,68.24298858642578
2019-04-17,120.27999877929688,263.73577880859375,104.3538589477539,67.62126922607422
2019-04-18,120.37000274658203,264.2550964355469,104.9001235961914,68.13936614990234
2019-04-22,120.37000274658203,264.48297119140625,104.39652252197266,67.39015197753906
2019-04-23,120.12000274658203,266.86102294921875,104.61849212646484,68.28282928466797
2019-04-24,120.47000122070312,266.268798828125,105.47203063964844,68.78496551513672
2019-04-25,120.56999969482422,266.1047668457031,105.31835174560547,68.64151000976562
2019-04-26,121.37000274658203,267.343994140625,105.67687225341797,69.18350219726562
2019-04-29,120.83000183105469,267.7630920410156,105.00253295898438,68.50599670410156
2019-04-30,121.19999694824219,267.8997497558594,105.540283203125,69.15956115722656
2019-05-01,120.4000015258789,265.88604736328125,105.97565460205078,69.2153549194336
2019-05-02,119.94000244140625,265.3119812011719,105.47098541259766,69.28711700439453
2019-05-03,120.6500015258789,267.9088134765625,105.77039337158203,69.8769302368164
2019-05-06,120.80999755859375,266.8063659667969,106.06117248535156,69.65373992919922
2019-05-07,121.20999908447266,262.350830078125,106.87374877929688,68.3944320678711
2019-05-08,120.91000366210938,261.98626708984375,106.41184997558594,68.32268524169922
2019-05-09,121.19999694824219,261.1935729980469,106.84809875488281,68.49803161621094
2019-05-10,121.43000030517578,262.5057373046875,106.70266723632812,69.23131561279297
2019-05-13,122.66999816894531,255.908935546875,107.54093933105469,69.15956115722656
2019-05-14,122.45999908447266,258.2232360839844,107.22444152832031,69.41463470458984
2019-05-15,122.38999938964844,259.7357482910156,107.88304901123047,69.88488006591797
2019-05-16,121.51000213623047,262.1412353515625,107.5238265991211,70.16387176513672
2019-05-17,120.6500015258789,260.44647216796875,107.7633285522461,70.02835845947266
2019-05-20,120.63999938964844,258.7243347167969,107.54093933105469,69.01610565185547
2019-05-21,120.36000061035156,261.0570373535156,107.36982727050781,69.60591888427734
2019-05-22,120.23999786376953,260.255126953125,107.98567962646484,69.81315612792969
2019-05-23,121.16999816894531,257.07513427734375,109.20024108886719,69.97256469726562
2019-05-24,121.30000305175781,257.6583251953125,109.29431915283203,70.18775939941406
2019-05-28,120.83000183105469,255.26205444335938,110.08126068115234,69.49433135986328
2019-05-29,120.87000274658203,253.54896545410156,110.41484832763672,68.56976318359375
2019-05-30,121.69000244140625,254.24148559570312,111.3642349243164,68.85669708251953
2019-05-31,123.33000183105469,250.8154754638672,112.75845336914062,69.25524139404297
2019-06-03,125.11000061035156,250.1776885986328,113.51270294189453,69.42259979248047
2019-06-04,125.1500015258789,255.60816955566406,112.21846771240234,69.11177062988281
2019-06-05,125.47000122070312,257.8222961425781,111.584228515625,70.55438995361328
2019-06-06,125.87999725341797,259.498779296875,111.94422149658203,70.68989562988281
2019-06-07,126.58999633789062,262.0956726074219,112.91270446777344,70.95292663574219
